Lemma	Glosses
דָּבַק	caught_up;cling;cling_together;clings;clung;drawn;drew_close;follow_close;followed_~_steadfastly;held_fast;hold_fast;holding_fast;join;joined;overtake;overtook;pursued;pursued_~_closely;retain;stay;stay_close;stayed_close;stick;stick_together;sticking;sticks;stuck
דָּבָר	-debar;account_of;acts_of;advice;advice_of;affair;affair_of;affairs_of;annals_of;answer;anything;asked_of;assignment_of;behavior_of;business_of;case;case_of;cases;cause_of;charge;charge_of;claims_of;command;command_of;commanded_of;commandment;commandments;concerned_of;concerning_of;concerns_of;conditions;conferred_of;conversation;dealings;dealings_of;decision;decree;decree_of;deed;deed_of;deeds_of;desires_of;disease_of;dispute;duty;duty_of;eloquent;event;event_of;events;events_of;favor;flaw;fulfillment_of;instructions_of;manner;manner_of;matter;matter_of;matters;matters_of;message;message_of;news;news_of;number_of;order_of;parts_of;plan;plot;portion_of;portions_of;practices_of;problem;procedure_of;promise;promise_of;promised;promises;promises_of;proposal;proposal_of;proposed_of;purpose;question;questions;questions_of;reason;reason_of;record_of;records;records_of;regulations_concerning_of;reply;report;reports;reports_of;request;request_of;required_of;requirement_of;requires_of;said;said_of;say_of;saying;saying_of;sentence;situation;some;something;speak;speak_of;speech;story;suggestion;talk;talk_of;task;terms;terms_of;that_was_written_of;theme;thing;thing_of;things;things_of;thought;thoughts;trouble;verdict;verdict_of;way;what;what_~_hadsaid_of;what_~_said_of;what_~_say_of;word;word_of;words;words_of;works_of
דָּג	fish;fish_of;fishing
דָּגַל	army_with_banners;distinguished;set_up_~_banners
דָּגַר	gather;hatches_eggs
דָּגָה	fish;fish_of;grow
דָּגָן	bread;grain;grain_of
דָּגוֹן	Dagon
דָּדָה	leading;walk_slowly
דָּהַם	confused
דָּהַר	galloping
דָּוִד	David;David's
דָּוֶה	faint;menstrual_cloths;menstruating;woman
דָּוָה	monthly
דָּחַח	driven_away
דָּחַף	hurried;quickly;urged
דָּחַק	afflicted_of;jostle
דָּחָה	dispersed_of;driving_~_away;make_~_stumble;outcasts_of;overthrown;thrust_down;to_push_back;tottering;you_pushed_back
דָּיֵק	siege_wall;siege_walls;siege_works
דָּכְרָן	record;records
דָּכָא	contrite;crush;crushed;crushing;humbled
דָּכָה	contrite;crushed
דָּל	door_of
דָּלִיּוֹת	branches_of
דָּלַג	leap;leap_over;leaping
דָּלַח	trouble
דָּלַל	brought_low;brought_~_low;dwindle;fade;hang_limp;suspended;weary_with_looking
דָּלַף	leaks;pours_out_tears;weeps
דָּלַק	chased;fervent;fiery;hotly_pursue;hotly_pursued;inflamed;kindle;pursuing;set_~_onfire
דָּלָה	doors_of;draw_water;drawn_~_up;draws_~_out;drew_water;to_draw
דָּם	blood;blood_of;blood_shed_of;bloodguilt;bloodguilt_of;bloodshed;bloodshed_of;bloodstains_of;bloodthirsty;bloody;death;death_of;guilt_of_bloodshed;guilt_of_~_blood;guilt_of_~_blood_of;guilty_of_blood;guilty_of_bloodshed;homicide;life_of;shed_blood;vineyard_of
דָּמַם	ceasing;devastated;doomed;go_dumbfounded;in_silence;keep_silent;kept_silent;perish;quieted;quietly;rest;silenced;silent;stand_still;still;stood_still;wait;wait_in_silence
דָּמַע	she_will_weep;to_weep
דָּמָה	alike;cease;ceasing;compare;compared;destroy;destroyed;equal;gave_parables;he_will_be_destroyed;intended;intends;like;liken;make_~_like;perish;perished;planned;plotted;ruined;silenced;think;thought;to_be_destroyed
דָּן	-dan;Dan
דָּנִאֵל	Daniel
דָּנִי	Danites
דָּנִיֵּאל	Daniel
דָּעַךְ	extinguished;go_out;goes_out;put_out;vanish
דָּפַק	driven_hard;knocking;pounding
דָּקַק	beat;beat_in_pieces;crush;crushed;fine;made_dust;powder
דָּקַר	drove_~_through;pierce_~_through;pierced;pierced_through;ran_~_through;thrust_through;thrust_~_through;wounded
דָּר	generation
דָּרַךְ	aim;aims;archer;bend;bend_of;bent;bent_~_bow;come_out;drew_of;guide;handle_of;lead;leads;leads_of;led;march_on;marches;set_foot;step;trampled;tread;treader;treader_of;treading;treads;treads_out;trod;trod_~_down;trodden;walk;walk_through;walks
דָּרַע	Dara
דָּרַשׁ	a_search_~_made;avenge;avenges;call_~_toaccount;care_~_for;cares;cares_for;comes_a_reckoning_for;consult;consulted;demand;enquire;follow;he_will_demand;hold_accountable;inquire;inquire_about;inquire_of;inquired;inquired_of;inquirer;inquires;investigate;let_~_ask;looking_for;make_a_~_inquiry;questioned;require;required;search;search_for;searched;searches;searches_for;searching;seek;seek_after;seek_of;seek_out;seeking;seeks;sought;sought_out;sought_~_out;studied;study;to_be_unquired;to_demand;to_inquire
דָּרוֹם	south;south_wind
דָּשֵׁן	accept;anoint;covered;enriched;full_of_sap;grown_fat;prosper;prosperous_of;receive_~_ashes;refreshes;rich;richly_supplied;take_away_the_ashes
דָּשָׁא	green;produce
דָּת	decree;decree_of;edict_of;edicts_of;flagons;law;law_of;laws_of;regulations_of;verdict_of
דָּתָן	Dathan
דֹּאֵג	Doeg
דֹּאר	Dor
דֹּב	bear;bears
דֹּבְרוֹת	rafts
דֹּבֶא	strength_of
דֹּבֶר	pasture_of
דֹּדָה	aunt_of;father's_sister_of
דֹּחַן	millet
דֹּמֶן	dung
דֹּק	curtain
דֹּתָן	Dothan
דֻּמָּה	silenced
דׇּפְקָה	Dophkah
דׇּרְבוֹן	goads
דּוֹד	beloved;beloved_of;cousin_of;father's_brothers_of;love;love's_of;love_of;relative_of;uncle's_of;uncle_of
דּוֹדַי	Dodai
דּוֹדָוָהוּ	Dodavahu
דּוֹדוֹ	Dodo
דּוֹנַג	wax
דּוֹר	age;age-old;ages;descendants_of;dwelling_of;generation;generation_of;generations;generations_of;genration;time_of
דּוּב	pine_away
דּוּגָה	fish
דּוּד	basket;baskets;kettle;kettles;pot
דּוּדַי	baskets_of;mandrakes;mandrakes_of
דּוּחַ	cleansed;rinsed;spewed_~_out;washed
דּוּךְ	crushed
דּוּכִיפַת	hoopoe
דּוּמִיָּה	awaits;rest;silence;still
דּוּמָה	Dumah;silence
דּוּמָם	in_silence;lifeless;quietly
דּוּץ	dances
דּוּר	circle;dwell;inhabitants_of;live;lived;living;pile
דּוּרָא	Dura
דּוּשׁ	thresh;threshed;threshing;trample;trample_~_down;trampled;trampled_down;treading_out
ה	-aram;-hepher;-sheba;as_far_as;at;for;forward;from;in;in_that_direction;in_the_direction_of;inside;into;Jaan;of;on;over;to;toward;under
הֲ	?;if;whether;whether_~_or
הֲדַד	Hadad
הֲדַדְעֶזֶר	Hadadezer
הֲדַדְרִמּוֹן	-rimmon;Hadad-
הֲדַס	myrtle;myrtle_trees
הֲדַסָּה	Hadassah
הֲדַר	Hadar;honor;honored;majesty;majesty_of
הֲדָרָה	glory_of;splendor_of
הֲדֹם	footstool;footstool_of
הֲדֹרָם	Hadoram
הֲדוֹרָם	Hadoram
הֲוָא	are;be;became;been;continued;do;had;happen;he_was;keep;kept;remain;they_may_be;was;were
הֲלִיכָה	march_of;procession_of;travelers_of;ways_of
הֲלַךְ	walk;walking
הֲלָךְ	toll
הֲלֹם	closer;here;there;this
הֲמֻלָּה	tumult
הֲמוֹן גּוֹג	-gog;Valley_of_Hamon-
הֲמוֹנָהֿ	Hamonah
הֲנָחָה	holiday
הֲפֵכָה	overthrow
הֲפַכְפַּךְ	crooked
הֲפוּגָה	respite
הֲרִיסָה	ruins_of
הֲרִיסוּת	ruins_of
הֲרֵגָה	slaughter
הֲרָרִי	Hararite
הֲרוֹרִי	Harorite
הֲתָךְ	Hathach
הֲתֻלִֿים	mockers
הִגָּיוֹן	higgaion;meditation_of;melody;murmurs_of
הִדַּי	Hiddai
הִי	woe
הִין	hin;hin_of
הִלֵּל	Hillel
הִלּוּל	festival;offering_of_praise
הִמּוֹ	are;them
הִנֵּה	after_all;at_that_moment;behold;discovered;even_if;find;found;here;how;if;in_fact;indeed;just;know;lo;look;look_at;note;notice;now;saw;see;suddenly;suppose;surely;there;unless;what;yes
הִנֹּם	Hinnom;Valley;Valley_of;valley_of_Ben-
הִתּוּךְ	melted_of
הֵא	behold;even;here
הֵגֵא	Hegai
הֵד	joyful_shouting
הֵידָד	shout;shout_of_joy;shout_of_victory;shouting;shouts_of_joy
הֵיךְ	how
הֵיכַל	palace;palace_of;temple
הֵיכָל	nave;nave_of;palace;palace_of;palaces;palaces_of;temple;temple_of;temples_of
הֵילֵל	morning_star
הֵימָם	Hemam
הֵימָן	Heman
הֵלֶךְ	flow_of;traveler
הֵם	wealth_of
הֵמָּה	it;such;that;their;them;themselves;these;they;this;those;which;who
הֵן	behold;even_if;even_though;here;how;if;in_fact;it;look;now;or;see;since;surely;them;there;they;though;whether;which
הֵנַע	Hena
הֵנָּה	here;it;nearby;now;on_this_side;that;that_time;them;then;there;these;they;this;this_way;those;to_here;to_the_one_side;to_the_other;to_there
הֵרָיוֹן	childbearing_of;conceive;conception
הֶאָח	ah;aha
הֶבֶל	Abel;breath;empty_nothings;empty_talk;fleeting_of;fraud;futile;futile_of;futility;idols;idols_of;in_vain;meaningless;vain;vain_of;vanities;vanity;vanity_of;vapor;worthless;worthless_idols
הֶגֶה	mourning;rumbling;sigh
הֶדֶר	glory_of
הֶלֶם	Helem
הֶמְיָה	sound_of
הֶמֶס	brushwood
הֶפֶךְ	opposite
הֶרֶג	killers_of;killing;slaughter
הֶרֶס	Destruction
הַ	(2019a=1886a+6483);(6997a=1886a+6997);?;a;an;for;he;her;his;if;its;my;not?;one;one's;our;that;the;their;these;they;this;those;what;whether;who;X
הַבְהָב	gifts_of
הַגְרִי	Hagri;Hagrite;Hagrites
הַגְּדוֹלִים	haggedolim
הַדָּבָר	advisers_of;counselors
הַדָּם	pieces
הַוָּה	calamity;calamity_of;corrupt;craving_of;deadly;destruction;destruction_of;destructive;destructive_behavior_of;evil_desire_of;ruin;schemes_of
הַכָּרָה	look_of
הַלְמוּת	hammer_of
הַלֵּזוּ	this
הַלָּז	that;the_other;there;this
הַלָּזֶה	that;this
הַמְנִיכָא	chain
הַמְּדָתָא	Hammedatha
הַס	be_silent;be_still;quieted;silence
הַסִּרָה	Sirah
הַצְּלֶלְפּוֹנִי	Hazzelelponi
הַצָּלָה	deliverance
הַר	hill;hill_country;hill_country_of;hill_of;hills;hills_of;mount;mount_of;mountain;mountain_of;mountains;mountains_of
הַרְאֵל	altar_hearth
הַרְהֹר	images
הַרְמוֹן	Harmon
הַשְׁמָעוּת	news_of
הָֽלְאָה	away;beyond;far_and_wide;forward;further;on;onward;outside;to_there
הָא	look
הָבְנִי	ebony
הָבַל	became_vain;became_worthless;deluding;set_~_vainhopes;talk
הָבַר	divide_of
הָגִיג	mused_of;sighing_of
הָגִין	corresponding
הָגָה	devise;growls;make_a_sound;meditate;meditates;moan;mourn;mournfully;mutter;mutters;plot;ponders;proclaim;remove;removed;talk;utter;uttering;utters
הָגָר	Hagar
הָגוּת	meditation_of
הָדַךְ	tread_down
הָדַף	depose;driven;driven_~_out;driving_out;push_~_away;push_~_back;pushed;pushes;thrust_~_down;thwarts
הָדַר	honor;mountains;partial;put_~_forward;show_respect;splendid;you_favor
הָדָה	put
הָדָר	beauty_of;dignity;glory_of;honor;majestic;majesty;majesty_of;nobles_of;splendor;splendor_of
הָהּ	alas
הָוָא	fall
הָוָה	be;become;lie;receive
הָזָה	dream
הָיָה	act;am;appear;appears;apply;are;arisen;arose;be;became;become;becomes;been;been_done;befall;began;begin;being;belong;belonged;belongs;bring;came;came_about;came_into_being;came_out;came_to_be;come;come_about;come_to_pass;comes;coming;coming_out;continue;continued;cover;do;done;due;endure;endures;existed;exists;extend;fall;fall_in;falls;fare;fared;fell;find;form;fulfilled;go;gone;grew;had;happen;happened;happens;has;have;he__was;he_becomes;he_has;he_is;he_must_be;he_shall_have;he_was;he_will_be;he_will_become;he_will_come_true;he_would_be;I_became;I_was;is;is_ongoing;join;keep;laid;last;lasted;lend;let_him_be;lie;lived;lives;made;make;married;marry;occur;occurred;occurs;overcome;passed;placed;present;put;reach;reached;remain;remained;remains;rested;run;seem;seemed;serve;serve_as;served;she_is;she_must_be;she_was;she_was_finished;she_will_be;she_will_come;shown;spread;stay;strike;take_place;taken;there_are;there_be;there_came;there_is;there_was;there_were;there_~_be;there_~_been;they_are;they_became;they_become;they_may_become;they_must_be;they_went;they_were;they_will_be;they_will_become;to_be;to_become;to_come;to_come_true;to_happen;took_place;turned;turned_out;turns;use;used;was;we_were;went;went_down;were;you_are;you_were;you_will_live
הָכַר	wrong
הָלִיךְ	steps_of
הָלַךְ	act;am_about_to;blows;came;come;comes_of;coming;conduct;continually;continue;continued;departed;disappears;fade_away;flashed_back_and_forth;flee;flow;flowed;flowing;flows;flying;follow;followed;follows;glancing;go;go_about;go_forward;go_throughout;go_~_way;goes;goes_about;goes_about_of;goes_after;goes_around;goes_away;goes_down;goes_on;going;going_about_of;gone;gone_away;grew;grew_more_and_more;grow;growing;journeying;kept;leading;leave;lived;march;move_about;moved;moved_about;moves;moves_along;moving;moving_about;moving_to_and_fro;occupy;on_~_way;ones_attending;ones_following;ones_travelling_of;pass_away;passed_on;passes;patrol;patrolled;prowl;prowled;pursue;ran_down;range;return;rides;roamed;robber;runs_off;sent;set_out;sets_out;spread;stalks;steadily;they_followed;they_went_out;to_come;to_continue;to_go;to_go_out;to_grow;to_increase;to_leave;to_walk;traveled;vanished;walk;walk_about;walk_around;walk_of;walked;walked_around;walking;walking_about;walking_around;walks;walks_around;walks_of;wandered;wandering;went;went_about;went_away;went_forward;went_up;you_went
הָלַל	arrogant;boast;boastful;boasts;deride_of;drive_madly;flash_forth;give;give_praise;glory;go_mad;had_~_marriagesong;madness;makes_fools_of;offered_praise;praise;praised;praises;praising;pretended_to_be_mad;race_madly;renowned;sang_praises;shone;sing_praises;turns_~_intoa_fool;went_mad;worthy_to_be_praised
הָלַם	beat;here_and_there;overcome_of;smashed;strike;strikes_of;struck;trampled_down
הָלָא	cast_off
הָם	Ham
הָמַם	crush;crushed;drives;root_~_out;rout;routed;threw_~_intoconfusion;throw_into_confusion;throw_~_into;troubled
הָמַן	turbulent_of
הָמָה	brawler;disturbed;growl;in_turmoil;loud;make_an_uproar;moan;moaning;moans;noisy;pounds;rage;roar;roaring;roars;snarling;tumultuous;uproar;yearned;yearns
הָמָן	Haman;Haman's
הָמוֹן	abundance;abundance_of;commotion;crowd;great;herds_of;horde;hordes_of;many_of;multitude;multitude_of;multitudes;noise_of;population;populous_of;rumbling_of;rushing_of;thunder_of;troops_of;tumult;tumult_of;tumultuous_of;wealth;wealth_of;yearning_of
הָפַךְ	became;brought;came;change;changed;come;dried_up;grew;overthrew;overthrow;overthrown;overthrows;overturns;overwhelm;perverse;pervert;recoils;reined_about;restore;retraced;tumbling;turn;turn_around;turned;turned_back;turned_of;turned_over;turned_up;turned_~_down;turning;turns;twisted;wrung
הָרִיָּה	conceive;pregnant_of
הָרַג	destroy;destroyed;destroying;kill;kill_of;killed;killed_of;killing;kills;kills_of;murdered;murderer_of;murderers;pestilence_of;slain;slain_of;slaughter;slayer;to_kill
הָרַס	break;break_down;break_through;broken_down;demolish;demolished;destroyed;destroyers_of;ousted;overthrew;overthrow;overthrown;pull_down;ruined;tear_down;tear_~_down;tears_down;tears_~_down;thrown_down;to_demolish;torn_down;you_demolish
הָרָא	Hara
הָרָה	ancestors_of;conceive;conceived;conceived_of;conceives;conceiving;pregnant;pregnant_of;with_child
הָרָן	Haran
הָרָר	hills_of;mountain_of;mountains_of
הָרֻם	Harum
הָשֵׁם	Hashem
הָתַל	mocked
הֹדּוּ	India
הֹוָה	disaster
הֹפֶךְ	turn_~_upsidedown_of
הֹצֶן	weapons_of
הֹר	Hor
הֹרָם	Horam
הֻיְּדוֹת	songs_of_thanksgiving
הוֹ	alas
הוֹד	authority_of;beauty_of;complexion_of;glory;glory_of;Hod;honor_of;majestic_of;majesty;majesty_of;splendid;splendor;splendor_of
הוֹדְיָה	Hodevah
הוֹדִיָּה	Hodiah
הוֹדַוְיָה	Hodaviah
הוֹהָם	Hoham
הוֹי	ah;alas;ho;listen;woe
הוֹלֵלָה	madness
הוֹלֵלוּת	madness
הוֹמָם	Homam
הוֹן	enough;profit;riches;wealth;wealth_of
הוֹשֵׁעַ	Hosea;Hoshea;Joshua
הוֹשַׁעֲיָה	Hoshaiah
הוֹתִיר	Hothir
הוּא	he;he_(found);he_is_pleasing;he_knew;her;here;herself;him;himself;his;it;itself;one;same;she;she_will_be_leveled;shekel;such;that;that_is;that_same;the_one;the_same;these;they;this;this_same;those;was;what;whatever;which;who;whose
הוּךְ	brought;go;reached
הוּם	distraught;in_an_uproar;noisy;shook;stirred
הוּן	thought_~_easy
הוּת	assail
וְ	(namely);after;again;also;although;an;and;and_after;and_he;and_so_that;and_we_will;and_yet;and_you;as;as_for;because;before;besides;both;but;but_on;by;declaration;even;for;from;furthermore;however;if;in;including;indeed;instead;likewise;may;moreover;namely;neither;nevertheless;next;nor;not;now;of;only;or;or_(against_);plus;rather;should;since;so;so_that;son;surely;that;the;then;therefore;though;thus;till;to;too;until;wh;when;when_he;whether;while;with;X;X_also;X_and;yes;yet
וְדָן	Vedan
וַיְזָתָא	Vaizatha
וַנְיָה	Vaniah
וַשְׁנִי	second
וַשְׁתִּי	Vashti
וָהֵב	Waheb
וָו	hooks;hooks_of
וָזָר	guilty
וָלָד	child
וׇפְסִי	Vophsi
זְאֵב	wolf;wolf_of;wolves;wolves_of;Zeeb
זְבִינָא	Zebina
זְבַדְיָהוּ	Zebadiah
זְבַן	gain
זְבֻל	exalted;habitation_of;lofty_abode;place;Zebul
זְבוּב	flies_of;fly
זְבוּדָה	Zebidah
זְבוּלֹנִי	Zebulunite;Zebulunites
זְבוּלֻן	Zebulun
זְהַר	careful
זְוָעָה	terror
זְכַרְיָה	Zechariah
זְכַרְיָהוּ	Zechariah
זְכוּכִית	glass
זְמִירָה	Zemirah
זְמַן	conspired;season;seasons;time;times
זְמָן	appointed_time;appointed_times_of;definite_time;time_appointed_of
זְמָר	music
זְמוֹרָה	branch;branches_of;vines_of
זְנוּנִים	debaucheries_of;prostitution_of;whoredom;whoredoms_of;whoring_of;whorings_of
זְנוּת	prostitution_of;unfaithfulness_of;whoredom;whoredom_of;whoring_of
