Tags	IBooks	EBooks	IMarkers	EMarkers	IRefs	ERefs	PreText	SCase	Search	PostText	RCase	Replace	Name	Comment

# NOTE 1: This table only distinguishes names, not making any attempt to separate different people or places
# NOTE 2: Although this table applies to the OET-LV, the versification used is the ENGLISH system
# NOTE 3: Hebrew names that are also short English words (like Ham) may need the 'w' whole word flag so that the matching isn't overdone

# Individuals (or gods)
wH					KI1_1:8				Rei			רֵעִי		H7472 (1) 1Ki 1:8*
H	NUM,JOS,CH1								Rekem			רֶקֶם		H7552 (6) Num 31:8, Josh 13:21, 18:27, 1Chr 2:43-44, 7:16*
wH	GEN,CH1								Reu			רְעוּ		H7466 (5) Gen 11:18-21, 1Chr 1:25*
H	KI2,CH2,ISA								Remaliah			רְמַלְיָהוּ		H7425 (13) 2Ki 15:25,27,30,32,37, 16:1,5, 2Ch 28:6, ...
H					CH1_7:25				Rephah			רֶפַח		H7506 (1) 1Chr 7:25*
H	CH1,NEH								Rephaiah			רְפָיָה		H7509 (5) 1Chr 3:21, 4:42, 7:2, 9:43, Neh 3:9*
H					CH1_26:7				Rephael			רְפָאֵל		H7501 (1) 1Chr 26:7*
H					CH1_7:25				Resheph			רֶשֶׁף		H7566 (1) 1Chr 7:25*
H									Reuben			רְאוּבֵן		H7205 (72) Gen 29:32, 30:14, 35:22, ..., Rev 7:5
H	GEN,EXO,NUM,CH1								Reuel			רְעוּאֵל		H7467 (11) Gen 36:4,10,13,17, Exo 2:18, Num 2:14, 10:29, 1Chr 1:35,37, 9:8*
H	KI2,EZR,NEH,ISA								Rezin			רְצִין		H7526 (11) 2Ki 15:37, 16:5-6,9, Ezr 2:48, Neh 7:50, Isa 7:1,4,8, 8:6, 9:11*
H					KI1_11:23				Rezon			רְזוֹן		H7331 (1) 1Ki 11:23*
H					SA2_23:29,CH1_11:31				Ribai			רִיבַי		H7380 (2) 2Sam 23:29, 1Chr 11:31*
H	JOS,JDG,SA2,KI2,CH1,ZEC								Rimmon			רִמּוֹן		H7417 (17) Josh 15:32, 19:7,13, Jdg 20:45,47, 21:13, 2Sam 4:2,5,9, ...
H					CH1_4:20				Rinnah			רִנָּה		H7441 (1) 1Chr 4:20*
H					GEN_10:3,CH1_1:6				Riphath			רִיפַת		{ H7384 (2) Gen 10:3, 1Chr 1:6*
H					GEN_10:3,CH1_1:6				Diphath			רִיפַת		{ H7384 (2) Gen 10:3, 1Chr 1:6*
wH					CH1_7:39				Rizia			רִצְיָא		{{ H7525 (1) 1Chr 7:39*
wH					CH1_7:39				Rezia			רִצְיָא		{{ H7525 (1) 1Chr 7:39*
H	SA2								Rizpah			רִצְפָה		H7532 concubine of Sha'ul (4) 2Sam 3:7, 21:8,10-11*
H					CH1_7:34				Rohgah			רוֹהֲגָה		H7303 (1) 1Chr 7:34*
H					CH1_25:4,CH1_25:31				Romamtiezer			רוֹמַמְתִּי-עֶזֶר		{ H7320 (space changed to hyphen) (2) 1Chr 25:4,31*
H					CH1_25:4,CH1_25:31				Romamti-ezer			רוֹמַמְתִּי-עֶזֶר		{ H7320 (space changed to hyphen) (2) 1Chr 25:4,31*
H					CH1_25:4,CH1_25:31				Romamti			רוֹמַמְתִּי		{ H7320 (2) 1Chr 25:4,31*
wH					CH1_25:4,CH1_25:31				-ezer			עֶזֶר		{ H7320 (2) 1Chr 25:4,31*
wH					CH1_25:4,CH1_25:31				ezer			עֶזֶר		{ H7320 (2) 1Chr 25:4,31*
wH					CH1_25:4,CH1_25:31				Ezer			עֶזֶר		{ H7320 (2) 1Chr 25:4,31*
H	RUT								Ruth			רוּת		H7327 woman (12) Rut 1:4,14,16,22, 2:2,8,21-22, 3:9, 4:5,10,13*
H					GEN_10:7,CH1_1:9				Sabta			סַבְתָּא		H5454 (2) Gen 10:7, 1Chr 1:9*
H					GEN_10:7,CH1_1:9				Sabteka			סַבְתְּכָא		H5455 (2) Gen 10:7, 1Chr 1:9*
H					CH1_11:35,CH1_26:4				Sacar			שָׂכָר		{{ H7940 (2) 1Chr 11:35, 26:4*
H					CH1_11:35,CH1_26:4				Sakar			שָׂכָר		{{ H7940 (2) 1Chr 11:35, 26:4*
H					CH1_11:35,CH1_26:4				Sachar			שָׂכָר		{{ H7940 (2) 1Chr 11:35, 26:4*
H	CH1,NEH								Sallu			סַלּוּ		{ H5543 (6) 1Chr 9:7, Neh 11:7, 12:7*
H					NEH_11:8,NEH_12:20				Sallai			סַלּוּ		{ H5543 (6) Neh 11:8, 12:20*
H					NUM_25:14				Salu			סַלּוּ		{ H5543 (6) Num 25:14*
H	CH1								Salma			שַׂלְמָא		H8007 (4) 1Chr 2:11,51,54*
H					RUT_4:21				Salmon			שַׂלְמוֹן		H8012 father of Boaz (1) Ruth 4:21*
H	GEN,CH1								Samlah			שַׂמְלָה		H8072 (4) Gen 36:36-37, 1Chr 1:47-48*
dH									Samson			שִׁמְשׁוֺן/(Samson)		H8123 (38) Judges 13:24, 14:1,3, ..., Heb 11:32
dH									Samuel			שְׁמוּאֵל/(Samuel)		{ H8050 (140) Num 34:20, 1Sam 1:20, 2:18,21,26, ..., Acts 3:24
H									Shemuel			שְׁמוּאֵל		{ H8050 (140) Num 34:20, 1Sam 1:20, 2:18,21,26, ..., Acts 3:24
H	NEH								Sanballat			סַנְבַלַּט		H5571 (10) Neh 2:10,19, 4:1,7, 6:1-2,5,12,14, 13:28*
wH					SA2_21:18				Saph			סַף		H5593 Philistine (1) 2Sam 21:18*
H									Sarah			שָׂרָה		H8283 (38) Gen 17:15,17,19,21, 18:6,9-15, ..., Heb 11:11
H					CH1_4:22				Saraph			שָׂרָף		H8315 (1) 1Chr 4:22*
H									Satan			שָׂטָן		H7854 (27) Num 22:22,32, 1Sam 29:4, 2Sam 19:22, 1Ki 5:4, ..., Job 1:6-12
dH									Saul			שָׁאוּל/(Saul)		{ H7586 (406) Gen 36:37-38, 46:10, Exo 6:15, Num 26:13, 1Sam 9:2-3,5,7-8, ..., Acts 7:58, 8:1
dH									Shaul			שָׁאוּל/(Saul)		{ H7586 (406) Gen 36:37-38, 46:10, Exo 6:15, Num 26:13, 1Sam 9:2-3,5,7-8, ..., Acts 7:58, 8:1
H									Seba			סְבָא		H5434 (4) Gen 10:7, 1Chr 1:9, Psa 72:10, Isa 43:3*
H	KI1,CH1								Segub			שְׂגוּב		H7687 (3) 1Ki 16:34, 1Chr 2:21-22*
H									Seir			שֵׂעִיר		H8165 (39) Gen 14:6, 32:3, 33:14-16, ...
H					CH1_2:30				Seled			סֶלֶד		H5540 (2) 1Chr 2:30*
H					CH1_26:7				Semachiah			סְמַכְיָהוּ		H5565 (1) 1Chr 26:7*
H					EZR_2:35,NEH_7:38				Senaah			סְנָאָה		{ H5570 (2) Ezr 2:35, Neh 7:38*
H					NEH_3:3				Hassenaah			הַסְּנָאָה		{ H5570 (1) Neh 3:3*
H	KI2,CH2,ISA								Sennacherib			סַנְחֵרִיב		H5576 (13) 2Ki 18:13, 19:16,20,36, 2Chr 32:1-2,9-10, ...
H					CH1_9:7,NEH_11:9				Senuah			סְנוּאָה		{ H5574 (2) 1Chr 9:7, Neh 11:9*
H					CH1_9:7,NEH_11:9				Hassenuah			סְנוּאָה		{ H5574 (2) 1Chr 9:7, Neh 11:9*
H					CH1_24:8				Seorim			שְׂעֹרִים		H8188 (1) 1Chr 24:8*
H	SA2,KI2,CH1,EZR,NEH,JER								Seraiah			שְׂרָיָה		H8304 (20) 2Sam 8:17, 2Ki 25:18,23, 1Chr 4:13-14,35, ...
H	GEN,CH1								Serug			שְׂרוּג		H8286 (5) Gen 11:20-23, 1Chr 1:26*
H	GEN,CH1								Seth			שֵׁת		H8352 (8) Gen 4:25-26, 5:3-4,6-8, 1Chr 1:1*
H					CH1_2:47,CH1_2:49				Shaaph			שַׁעַף		H8174 (2) 1Chr 2:47,49*
H	EZR,NEH								Shabbethai			שַׁבְּתַי		H7678 (3) Ezr 10:15, Neh 8:7, 11:16*
H					CH1_8:10				Shachia			שָׁבְיָה		H7634 (1) 1Chr 8:10*
H					DAN_1:7				Shadrach			שַׁדְרַךְ		H7714 Hananiah (1) Dan 1:7*
H					CH1_11:34				Shagee			שָׁגֵה		H7681 (1) 1Chr 11:34*
H					CH1_26:16				Shallecheth			שַׁלֶּכֶת		{ H7996 (1) 1Chr 26:16*
H					CH1_26:16				Shalleketh			שַׁלֶּכֶת		{ H7996 (1) 1Chr 26:16*
H	KI2,CH1,CH2,EZR,NEH,JER								Shallum			שַׁלּוּם		H7967 (27) 2Ki 15:10,13-15, 22:14, 1Chr 2:40, 3:15, ...
H					NEH_3:15				Shallun			שַׁלּוּן		H7968 (1) Neh 3:15*
H					EZR_2:46,NEH_7:48				Shalmai			שַׂלְמַי		{ H8014 (2) Ezr 2:46, Neh 7:48*
#H									Shalmai			שַׁמְלַי		{ H8073 Scribal error
H	KI2								Shalmaneser			שַׁלְמַנְאֶסֶר		H8022 Assyrian king (2) 2Ki 17:3, 18:9*
wH					CH1_11:44				Shama			שָׁמָע		H8091 (1) 1Chr 11:44*
H					JDG_3:31,JDG_5:6				Shamgar			שַׁמְגַּר		H8044 (2) Jdg 3:31, 5:6*
H					CH1_27:8				Shamhuth			שַׁמְהוּת		H8049 (1) 1Chr 27:8*
H					CH1_24:24				Shamir			שָׁמוּר		H8053 (1) 1Chr 24:24*
wH					SA2_23:11,CH1_7:37				Shamma			שַׁמָּא		H8037 (2) 2Sam 23:11. 1Chr 7:37*
H	GEN,SA1,SA2,CH1								Shammah			שַׁמָּה		H8048 (7) Gen 36:13,17, 1Sam 16:9, 17:13, 2Sam 23:25,33, 1Chr 1:37*
H	CH1								Shammai			שַׁמַּי		{ H8060 (6) 1Chr 2:28,32,44-45, 4:17*
H	CH1								Shammay			שַׁמַּי		{ H8060 (6) 1Chr 2:28,32,44-45, 4:17*
H					CH1_11:27				Shammoth			שַׁמּוֹת		H8054 (1) 1Chr 11:27*
H	NUM,SA2,CH1,NEH								Shammua			שַׁמּוּעַ		H8051 (5) Num 13:4, 2Sam 5:14, 1Chr 14:4, Neh 11:17, 12:18*
H					CH1_8:26				Shamsherai			שַׁמְשְׁרַי		H8125 (1) 1Chr 8:26*
H					CH1_5:12				Shapham			שָׁפָם		H8223 (1) 1Chr 5:12*
H	KI2,CH2,PSA,PRO,JER								Shaphan			שָׁפָן		H8227 (32?) 2Ki 22:3,8-10,12,14,22, 2Chr 34:8,15-16,18,20, Jer 26:24, ...
H	NUM,KI1,KI2,CH1								Shaphat			שָׁפָט		H8202 (8) Num 13:5, 1Ki 19:16,19, 2Ki 3:11, 6:31, 1Chr 3:22, 5:12, 27:29*
H					EZR_10:40				Sharai			שָׁרַי		H8298 (1) Ezr 10:40*
H					SA2_23:33,JER_15:11				Sharar			שָׁרַר		H8325 (2) 2Sam 23:33, Jer 15:11*
H	KI2,ISA,JER								Sharezer			שַׁרְאֶצֶר		H8272 Assyrian (3) 2Ki 19:37, Isa 37:38, Zec 7:2*
H					EZR_10:40				Shashai			שָׁשַׁי		H8343 (1) Ezr 10:40*
H					CH1_8:14,CH1_8:25				Shashak			שָׁשַּׁק		H8349 (2) 1Chr 8:14,25*
H					CH1_18:16				Shavsha			שַׁוְשָׁא		H7798 (1) 1Chr 18:16*
wH					EZR_10:29				Sheal			שְׁאָל		H7594 (1) Ezr 10:29*
H	CH1,EZR,NEH,HAG								Shealtiel			שְׁאַלְתִּיאֵל		H7597 (9) 1Chr 3:17, Ezr 3:2,8, Neh 12:1, Hag 1:1,12,14, 2:2,23*
wH					CH1_8:38,CH1_9:44				Sheariah			שְׁעַרְיָה		H8187 (2) 1Chr 8:38, 9:44*
wH	GEN,LEV,KI1,CH1,CH2,JOB,PSA,ISA,JER,EZE					CH1_5:13			Sheba			שְׁבָא		H7614 (24) Gen 10:7,28, 25:3, Lev 19:9, 1Ki 10:1,4,10,13, ...
wH	JOS,SA2,CH1								Sheba			שֶׁבַע		H7652 (10) Josh 19:2, 2Sam 20:1-2,6-7,10,13,21-22, 1Chr 5:13*
H	CH1,NEH								Shebaniah			שְׁבַנְיָה		H7645 (7) 1Chr 15:24, Neh 9:4-5, 10:4,10,12,14*
H					CH1_2:48				Sheber			שֶׁבֶר		H7669 (1) 1Chr 2:48*
H	KI2,ISA								Shebnah			שֶׁבְנָא		{ H7644 (9) 2Ki 18:18,26,37, 19:2, Isa 22:15, 36:3,11,22, 37:2*
wH	KI2,ISA								Shebna			שֶׁבְנָא		{ H7644 (9) 2Ki 18:18,26,37, 19:2, Isa 22:15, 36:3,11,22, 37:2*
H	CH1								Shebuel			שְׁבוּאֵל		{{ H7619 (6) 1Chr 23:16, 24:20, 25:4, 25:20, 26:24*
H	CH1								Shubael			שְׁוּבאֵל		{{ H7619 (6) 1Chr 23:16, 24:20, 25:4, 25:20, 26:24*
H	CH1,CH2,EZR,NEH								Shecaniah			שְׁכַנְיָה		H7935 (10) 1Chr 3:21-22, 24:11, 2Chr 31:15, Ezr 8:3,5, 10:2, Neh 3:29, 6:18, 12:3*
H									Shechem			שְׁכֶם		H7927 (63) Gen 12:6, 33:18, ..., Acts 7:16
H					CH1_8:26				Shehariah			שְׁחַרְיָה		H7841 (1) 1Chr 8:26*
H						GEN_10,GEN_11,CH1_1			Shelah			שֵׁלָה		H7956 (8) Gen 38:5,11,14,26, 46:12, Num 26:20, 1Chr 2:3, 4:21*
H						GEN_38,GEN_46,CH1_2,CH1_4			Shelah			שֶׁלַח		{ H7974 (9) Gen 10:24, 11:12-15, 1Chr 1:18,24*
H						GEN_38,GEN_46,CH1_2,CH1_4			Salah			שֶׁלַח		{ H7974 (9) Gen 10:24, 11:12-15, 1Chr 1:18,24*
H	CH1,EZR,NEH,JER								Shelemiah			שֶׁלֶמְיָה		H8018 (10) 1Chr 26:14, Ezr 10:39,41, Neh 3:30, 13:13, Jer 36:14,26, 37:3,13, 38:1*
H					GEN_10:26,CH1_1:20				Sheleph			שֶׁלֶף		H8026 (2) Gen 10:26, 1Chr 1:20*
H					CH1_7:35				Shelesh			שֶׁלֶשׁ		H8028 (1) 1Chr 7:35*
H	LEV,CH1,CH2,EZR								Shelomith			שְׁלֹמִית		H8019 (6) Lev 24:11, 1Chr 3:19, 23:18, 26:28, 2Chr 11:20, Ezr 8:10*
H	CH1								Shelomoth			שְׁלֹמוֹת		H8013 (5) 1Chr 23:9, 24:22, 26:25-26*
wH	GEN,CH1								Shem			שֵׁם		H8035 (17) Gen 5:32, 6:10, 7:13, 9:18,23,26-27, ...
wH	CH1,NEH								Shema			שֶׁמַע		H8087 (5) 1Chr 2:43-44, 5:8, 8:13, Neh 8:4*
H					CH1_12:3				Shemaah			שְׁמָעָה		H8094 (1) 1Chr 12:3*
H	KI1,CH1,CH2,EZR								Shemaiah			שְׁמַעְיָה		H8098 (41) 1Ki 12:22, 1Chr 3:22, 4:37, 5:4, ...
H	CH1,CH2,EZR								Shemariah			שְׁמַרְיָה		H8114 (4) 1Chr 12:6, 2Chr 11:9, Ezr 10:32,41*
H	KI1,CH1								Shemer			שֶׁמֶר		{ H8106 (5) 1Ki 16:24, 1Chr 6:46, 7:34, 8:12*
H	KI1,CH1								Shamer			שֶׁמֶר		{ H8106 (5) 1Ki 16:24, 1Chr 6:46, 7:34, 8:12*
H	KI1,CH1								Shamed			שֶׁמֶר		{ H8106 (5) 1Chr 8:12*
H	NUM,JOS,CH1								Shemida			שְׁמִידָע		H8061 (3) Num 26:32, Josh 17:2, 1Chr 7:19*
H	CH1,CH2								Shemiramoth			שְׁמִירָמוֹת		H8070 (4) 1Chr 15:18,20, 16:5, 2Chr 17:8*
H					CH1_3:18				Shenazzar			שֶׁנְאַצַּר		H8137 (1) 1Chr 3:18*
H	SA2,CH1,CH2,EZR,NEH,JER								Shephatiah			שְׁפַטְיָה		H8203 (13) 2Sam 3:4, 1Chr 3:3, 9:8, ....
H					GEN_36:23,CH1_1:40				Shepho			שְׁפוֹ		{ H8195 (2) Gen 36:23, 1Chr 1:40*
H					GEN_36:23,CH1_1:40				Shephi			שְׁפוֹ		{ H8195 (2) Gen 36:23, 1Chr 1:40*
H					NUM_26:39,CH1_8:5				Shephupham			שְׁפוּפָם		H8197 (2) Num 26:39, 1Chr 8:5*
H	EZR,NEH								Sherebiah			שֵׁרֵבְיָה		H8274 (8) Ezr 8:18,24, Neh 8:7, 9:4-5, 10:12, 12:8,24*
H					CH1_7:16				Sheresh			שֶׁרֶשׁ		H8329 (1) 1Chr 7:16*
H	NUM,JOS,JDG								Sheshai			שֵׁשַׁי		H8344 (3) Num 13:22, Josh 15:14, Jdg 1:10*
H	CH1								Sheshan			שֵׁשָׁן		H8348 (5) 1Chr 2:31,34-35*
H					EZR_1:8,EZR_1:11				Sheshbazzar			שֵׁשְׁבַּצַּר		H8339 (2) Ezra 1:8,11*
H	EZR								Shetharboznai			שְׁתַר-בּוֹזְנַי		{ H8370 (space changed to hyphen) (4) Ezra 5:3,6, 6:6,13*
H	EZR								Shethar-bozenai			שְׁתַר-בּוֹזְנַי		{ H8370 (space changed to hyphen) (4) Ezra 5:3,6, 6:6,13*
wH	EZR								Shethar			שְׁתַר		{ H8370 (space changed to hyphen) (4) Ezra 5:3,6, 6:6,13*
H	EZR								bozenai			בּוֹזְנַי		{ H8370 (space changed to hyphen) (4) Ezra 5:3,6, 6:6,13*
H	EZR								boznai			בּוֹזְנַי		{ H8370 (space changed to hyphen) (4) Ezra 5:3,6, 6:6,13*
H					SA2_20:25,CH1_2:49				Sheva			שְׁוָא		H7724 (2) 2Sam 20:25, 1Chr 2:49*
H					KI1_22:42,CH2_20:31				Shilhi			שִׁלְחִי		H7977 (2) 1Ki 22:42, 2Chr 20:31*
H					CH1_7:37				Shilshah			שִׁלְשָׁה		H8030 (1) 1Chr 7:37*
H					SA2_13:3,SA2_13:32				Shimeah			שִׁמְעָה		H8093 David's brother (2) 2Sam 13:3,32*
H					KI2_12:21,CH2_24:26				Shimeath			שִׁמְעַת		H8100 woman (2) 2Ki 12:21, 2Chr 24:26*
H	CH1								Shimea			שִׁמְעָא		H8092 (5) 1Chr 2:13, 3:5, 6:30,39, 20:7*
H									Shimei			שִׁמְעִי		H8096 (44) Exo 6:17, Num 3:18, 2Sam 16:5,7,13, 19:16, ...
H					CH1_4:20				Shimon			שִׁימוֹן		H7889 (1) 1Chr 4:20*
H					CH1_8:21				Shimrath			שִׁמְרָת		H8119 (1) 1Chr 8:21*
H					CH2_24:26				Shimrith			שִׁמְרית		H8116 (1) 2Chr 24:26*
H	CH1,CH2								Shimri			שִׁמְרִי		H8113 (4) 1Chr 4:37, 11:45, 26:10, 2Chr 29:13*
H	EZR								Shimshai			שִׁמְשַׁי		H8124 (4) Ezr 4:8-9,17,23*
H					EXO_1:15				Shiphrah			שִׁפְרָה		H8236 (1) Exo 1:15*
wH					KI1_4:3				Shisha			שִׁישָׁא		H7894 (1) 1Ki 4:3*
H	KI1,CH2								Shishak			שִׁישַׁק		H7895 (7) 1Ki 11:40, 14:25, 2Chr 12:2,5,7,9*
H					CH1_27:29				Shitrai			שִׁטְרַי		{ H7861 (1) 1Chr 27:29*
H					CH1_27:29				Shirtai			שִׁטְרַי		{ H7861 (1) 1Chr 27:29* # Is this a MISPELLING in the Clear.Bible glosses ???
H					CH1_11:42				Shiza			שִׁיזָא		H7877 (1) 1Chr 11:42*
H	SA2,CH1								Shobab			שׁוֹבָב		H7727 (4) 2Sam 5:14, 1Chr 2:18, 3:5, 14:4*
H					SA2_10:16,SA2_10:18				Shobach			שׁוֹבָךְ		H7731 (2) 2Sam 10:16,18*
H					EZR_2:42,NEH_7:45				Shobai			שׁבַי		H7630 (2) Ezr 2:42, Neh 7:45*
H	GEN,CH1								Shobal			שׁוֹבָל		H7732 (9) Gen 36:20,23,29, 1Chr 1:38,40, 2:50,52, 4:1-2*
H					NEH_10:24				Shobek			שׁוֹבֵק		H7733 (1) Neh 10:24*
H					SA2_17:27				Shobi			שׁבִי		H7629 (1) 2Sam 17:27*
H					CH1_24:27				Shoham			שֹׁהַם		H7719 (1) 1Chr 24:27*
H					KI2_12:21,CH1_7:32				Shomer			שׁוֹמֵר		H7763 (2) 2Ki 12:21, 1Chr 7:32*
H					CH1_19:16,CH1_19:18				Shophach			שׁוֹפָךְ		H7780 (2) 1Chr 19:16,18*
wH					CH1_2:3,CH1_7:32				Shua			שׁוּעָא		H7774 Yehudah's wife (2) 1Chr 2:3, 7:32*
H					GEN_38:2,GEN_38:12				Shuah			שׁוּעַ		{ H7770 (2) Gen 38:2,12*
wH					GEN_38:2,GEN_38:12				Shua			שׁוּעַ		{ H7770 (2) Gen 38:2,12*
H					CH1_4:11				Shuhah			שׁוּחָה		{{ H7746 (1) 1Chr 4:11
H					CH1_4:11				Shuah			שׁוּחָה		{{ H7746 (1) 1Chr 4:11
H					SA1_13:17,CH1_7:36				Shual			שׁוּעָל		H7777 (2) 1Sam 13:17, 1Chr 7:36*
H	CH1								Shuppim			שֻׁפִּים		H8206 (3) 1Chr 7:12,15, 26:16*
H	NUM,CH1								Shuthelah			שׁוּתֶלַח		H7803 (4) Num 26:35-36, 1Chr 7:20-21*
H	SA2,CH1								Sibbecai			סִבְכַי		H5444 (4) 2Sam 21:18, 1Chr 11:29, 20:4, 27:11*
H					EZR_2:44,NEH_7:47				Siaha			סִיעָא		{ H5517 (2) Ezr 2:44, Neh 7:47*
wH					EZR_2:44,NEH_7:47				Sia			סִיעָא		{ H5517 (2) Ezr 2:44, Neh 7:47*
H	NUM,DEU,JOS								Sihon			סִיחוֹן		H5511 (37) Num 21:21,23,26-29,34, 32:33, Deu 1:4, 2:24, ...
H					AMO_5:26				Sikkuth			סִכּוּת		H5522 feminine (1) Amos 5:26*
H									Simeon			שִׁמְעוֹן		H8095 (44) Gen 29:33, 34:25,30, 35:23, 42:24,36, ...
H					CH1_20:4				Sippai			סִפַי		H5598 (1) 1Chr 20:4*
H	JDG,SA1,EZR,NEH,PSA								Sisera			סִיסְרָא		H5516 (21) Jdg 4:2,7,9,12-18,22, 5:20,26, ...
H					CH1_2:40				Sismay			סִסְמַי		H5581 (2) 1Chr 2:40*
H					DEU_3:9,PSA_29:6				Sirion			שִׁרְיוֹן		H8303 (2) Deu 3:9, Psa 29:6*
wH					KI2_17:4				So			סוֹא		H5471 (1) 2Ki 17:4*
dH									Solomon			שְׁלֹמֹה/(Solomon)		H8010 (293) 2Sam 5:14, 12:24, 1Ki 1:10-13,17, ...
H	EZR,NEH								Sophereth			סֹפֶרֶת		{ H5618 (1) Ezr 2:55, Neh 7:57*
H					EZR_2:55				Hassophereth			סֹפֶרֶת		{ H5618 (1) Ezr 2:55*
H					EZR_2:55,NEH_7:57				Sotai			סוֹטַי		H5479 (2) Ezr 2:55, Neh 7:57*
H					CH1_7:36				Suah			סוּחַ		H5477 (1) 1Chr 7:36*
H					EZR_2:43,NEH_7:46				Tabbaoth			טַבָּעוֹת		H2884 (2) Ezr 2:43, Neh 7:46*
H					EZR_4:7,ISA_7:6				Tabeel			טֱבְאֵל		H2870 (2) Ezr 4:7, Isa 7:6*
H					KI1_15:18				Tabrimmon			טַבְרִמּוֹן		H2886 (1) 1Ki 15:18*
H					NUM_26:35,CH1_7:25				Tahan			תַּחַן		H8465 (2) Num 26:35, 1Chr 7:25*
H	NUM,CH1								Tahath			תַּחַת		H8480 (6) Num 33:26-28, 1Chr 6:24,37, 7:20*
H					KI1_11:19,KI1_11:20				Tahpenes			תַּחְפְּנֵיס		H8472 Egyptian woman (3) 1Ki 11:19-20*
H					CH1_9:41				Tahrea			תַּחְרֵעַ		H8475 (1) 1Chr 9:41*
H	NUM,JOS,JDG,SA2,CH1								Talmai			תַּלִמַי		{ H8526 (6) Num 13:22, Josh 15:14, Jdg 1:10, 2Sam 3:3, 13:37, 1Chr 3:2*
H	NUM,JOS,JDG,SA2,CH1								Talimay			תַּלִמַי		{ H8526 (6) Num 13:22, Josh 15:14, Jdg 1:10, 2Sam 3:3, 13:37, 1Chr 3:2*
H	CH1,EZR,NEH								Talmon			טַלְמוֹן		H2929 (5) 1Chr 9:17, Ezr 2:42, Neh 7:45, 11:19, 12:25*
H	GEN,RUT,SA2,CH1,EZE								Tamar			תָּמָר		H8559 (24) Gen 38:6,11,13,24, Ruth 4:12
H					EZE_8:14				Tammuz			תַּמּוּז		H8542 (1) Eze 8:14*
H					KI2_25:23,JER_40:8				Tanhumeth			תַּנְחֻמֶת		H8576 (2) 2Ki 25:23, Jer 40:8*
H					KI1_4:11				Taphath			טָפַת		H2955 daughter of Solomon (1) 1Ki 4:11*
H	JOS,CH1								Tappuah			תַּפּוּחַ		H8599 (6) Josh 12:17, 15:34, 16:8, 17:8, 1Chr 2:43*
H					CH1_8:35				Tarea			תַּאֲרֵעַ		H8390 (1) 1Chr 8:35*
H					KI2_17:31				Tartak			תַּרְתָּק		H8662 (1) 2Ki 17:31*
H	EZR								Tattenai			תַּתְּנַי		{ H8674 (4) Ezr 5:3,6, 6:6,13*
H	EZR								Tatnai			תַּתְּנַי		{ H8674 (4) Ezr 5:3,6, 6:6,13*
H					CH1_26:11				Tebaliah			טְבַלְיָהוּ		H2882 (1) 1Chr 26:11*
H					CH1_4:12				Tehinnah			תְּחִנָּה		H8468 (1) 1Chr 4:12*
H					CH1_7:25				Telah			תֶּלַח		H8520 (1) 1Chr 7:25*
H					JOS_15:24,EZR_10:24				Telem			טֶלֶם		H2928 (2) Josh 15:24, Ezr 10:24*
H					EZR_2:53,NEH_7:55				Temah			תֶּמַח		H8547 (2) Ezr 2:53, Neh 7:55*
wH	GEN,CH1,JOB,ISA,JER								Tema			תֵּימָא		H8485 (5) Gen 25:15, 1Chr 1:30, Job 6:19, Isa 21:14, Jer 25:23*
H					CH1_4:6				Temeni			תֵּימְנִי		H8488 (1) 1Chr 4:6*
H	GEN,NUM,JOS,CH1								Terah			תֶּרַח		H8546 Abraham's father (13) Gen 11:24-28,31-32, Num 33:27-28, Josh 24:2, 1Chr 1:26*
H	KI1								Tibni			תִּבְנִי		H8402 (3) 1Ki 16:21-22*
H					GEN_14:1,GEN_14:9				Tidal			תִּדְעָל		H8413 (2) Gen 14:1,9*
H					KI2_22:14,EZE_10:15				Tikvah			תִּקְוָה		H8616 (2) 2Ki 22:14, Ezr 10:15*
# 2Kings has Tiglath but Chronicles Hebrew spells it Tilgath
H	KI2,CH1,CH2								Tiglathpileser			תִּגְלַת-פִּלְאֶסֶר		H8407 (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tilgathpileser			תִּגְלַת-פִּלְאֶסֶר		H8407 (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tiglath-pileser			תִּגְלַת-פִּלְאֶסֶר		H8407 (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tilgath-pileser			תִּגְלַת-פִּלְאֶסֶר		H8407 (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tiglath-			תִּגְלַת		H8407a (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tiglath			תִּגְלַת		H8407a (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								Tilgath			תִּגְלַת		H8407a typo (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H	KI2,CH1,CH2								pileser			פִּלְאֶסֶר		H8407b (6) 2Ki 15:29, 16:7,10, 1Chr 5:6,27, 2Chr 28:20*
H					CH1_4:20				Tilon			תּוּלוֹן		H8436 (1) 1Chr 4:20*
