Tags	IBooks	EBooks	IMarkers	EMarkers	IRefs	ERefs	PreText	SCase	Search	PostText	RCase	Replace	Name	Comment

# NOTE 1: This table only distinguishes names, not making any attempt to separate different people or places
# NOTE 2: Although this table applies to the OET-LV, the versification used is the ENGLISH system
# NOTE 3: Hebrew names that are also short English words (like Ham) may need the 'w' whole word flag so that the matching isn't overdone

# Individuals (or gods)
wH					ZEC_6:14				Hen			חֵן		H2581 (1) Zech 6:14*
H	EZR,NEH								Henadad			חֵנָדָד		H2582 (4) Ezr 3:9, Neh 3:18,24, 10:9*
H									Heth			חֵת		H2845 (14) Gen 10:15, 23:3,5,7,10,16,18,20, 25:10, 27:46, 49:32, 1Chr 1:13*
H									Hezekiah			חִזְקִיָּה		{ H2396 (130) 2Ki 16:20, 18:1,9-10,13-17, ..., Mic 1:1, ...
H									Hizkiah			חִזְקִיָּה		{ H2396 (130) 2Ki 16:20, 18:1,9-10,13-17, ..., Mic 1:1, ...
H					KI1_15:18				Hezion			חֶזְיוֹן		H2383 (1) 1Ki 15:18*
H					CH1_24:15,NEH_10:20				Hezir			חֵזִיר		H2387 (2) 1Chr 24:15, Neh 10:20*
wH					SA2_23:35,CH1_11:37				Hezro			חֶצְרוֹ		H2695 (2) 2Sam 23:35, 1Chr 11:37*
H									Hezron			חֶצְרוֹן		H2696 (18), Gen 46:9,12, Exo 6:14, Num 26:6,21, ..., Ruth 4:18-19, ...
H					SA2_23:30				Hiddai			הִדַּי		H1914 (1) 2Sam 23:30*
H					KI1_16:34				Hiel			חִיאֵל		H2419 (1) 1Ki 16:34*
H									Hilkiah			חִלְקִיָּה		H2518 (34) 2Ki 18:18,26,37, 22:4,8,10,12,14, ...
H					JDG_12:13,JDG_12:15				Hillel			הִלֵּל		H1985 (2) Jdg 12:13,15*
H					GEN_38:1,GEN_38:12				Hirah			חִירָה		H2437 (2) Gen 38:1,12*
H									Hiram			חִירָם		H2438 (25) 2Sam 5:11, 1Ki 5:1-2,7-8,10-12, ...
H					CH1_8:17				Hizki			חִזְקִי		{ H2395 (1) 1Chr 8:17*
H					CH1_8:17				Hezeki			חִזְקִי		{ H2395 (1) 1Chr 8:17*
H					NUM_10:29,JDG_4:11				Hobab			חֹבָב		H2246 (2) Num 10:29, Jdg 4:11*
wH					CH1_7:37				Hod			הוֹד		H1936 (1) 1Chr 7:37*
H	CH1,EZR								Hodaviah			הוֹדַוְיָה		H1938 (3) 1Chr 5:24, 9:7, Ezr 2:40*
H					CH1_8:9				Hodesh			חֹדֶשׁ		H2321 (1) 1Chr 8:9*
H					CH1_3:24,NEH_7:43				Hodevah			הוֹדְוָה		H1937 (3) 1Chr 3:24, Neh 7:43*
H					NEH_8:7,NEH_9:5				Hodiah			הוֹדִיָּה		H1941 (2) Neh 8:7, 9:5*
H					JOS_10:3				Hoham			הוֹהָם		H1944 (1) Josh 10:3*
H					CH1_1:39				Homam			הוֹמָם		H1950 (1) 1Chr 1:39*
H	SA1								Hophni			חָפְנִי		H2652(5) 1Sam 1:3, 2:34, 4:4,11,17*
H					JOS_10:33				Horam			הֹרָם		H2036 (1) Josh 10:33*
H	GEN,NUM,CH1								Hori			חֹרִי		H2753 (4) Gen 36:22,30, Num 13:5, 1Chr 1:39*
H	JOS,CH1								Hosah			חֹסָה		H2621 (5) Josh 19:29, 1Chr 16:38. 26:10-11,16*
H					HOS_1:1,HOS_1:2				Hosea			הוֹשֵׁעַ		{ H1954 (3) Hos 1:1,2*
H									Hoshea			הוֹשֵׁעַ		{ H1954 (13) Num 13:8,16, Deu 32:44, 2Ki 15:30, 17:1,3-4, ...
H	NEH,JER								Hoshaiah			הוֹשִׁעִיה		H1955 (3) Neh 12:32, Jer 42:1, 43:2*
H					CH1_3:18				Hoshama			הוֹשָׁמָע		H1953 (1) 1Chr 3:18*
H					CH1_7:32,CH1_11:44				Hotham			חוֹתָם		H2369 (2) 1Chr 7:32, 11:44*
H					CH1_25:4,CH1_25:28				Hothir			הוֹתִיר		H1956 (2) 1Chr 25:4,28*
H					CH2_33:19				Hozai			חוֹזַי		H2335 (1) 2Chr 33:19*
wH					GEN_10:23,CH1_1:17				Hul			חוּל		H2343 (2) Gen 10:23, 1Chr 1:17*
H					KI2_22:14,CH2_34:22				Huldah			חֻלְדָּה		H2468 woman (2) 2Ki 22:14, 2Chr 34:22*
H					CH1_24:13				Huppah			חֻפָּה		H2647 (1) 1Chr 24:13*
H	GEN,CH1								Huppim			חֻפִּים		H2650 (3) Gen 46:21, 1Chr 7:12,15*
wH	EXO,NUM,JOS,CH1,CH2,NEH								Hur			חוּר		H2354 (15) Exo 17:10,12, 24:14, 31:2, 35:30, 38:22, Num 31:8, ...
H					CH1_11:32				Hurai			חוּרַי		H2360 (1) 1Chr 11:32*
wH	CH1,CH2								Huram			חוּרָם		H2361 (10) 1Chr 8:5, 2Chr 2:3,11-13, 4:11,16, 8:2,18, 9:21*
wH					CH1_5:14				Huri			חוּרִי		H2359 (1) 1Chr 5:14*
H					CH1_4:4				Hushah			חוּשָׁה		H2364 (1) 1Chr 4:4*
H	SA2,KI1,CH1								Hushai			חוּשַׁי		H2365 (14) 2Sam 15:32,37, 16:16-18, 17:5-8, ...
H	GEN,CH1								Husham			חוּשָׁם		H2367 (4) Gen 36:34-35, 1Chr 1:45-46*
H	GEN,CH1								Hushim			חֻשִׁים		H2366 man and woman (4) Gen 46:23, 1Chr 7:12, 8:8,11*
dH	SA2,CH1								Ibhar			יָבְחַר/(Ibhar)		H2984 (3) 2Sam 5:15, 1Chr 3:6, 14:5*
dH					CH1_9:8				Ibneiah			יִבְנְיָה/(Ibneiah)		H2997 (1) 1Chr 9:8*
dH					CH1_9:8				Ibnijah			יִבְנִיָּה/(Ibnijah)		H2998 (1) 1Chr 9:8*
H					CH1_24:27				Ibri			עִבְרִי		H5681 (1) 1Chr 24:27*
H					JDG_12:8,JDG_12:10				Ibzan			אִבְצָן		H78 (2) Jdg 12:8,10*
H					SA1_4:21,SA1_14:3				Ichabod			אִי־כָבוֹד		H350 (2) 1Sam 4:21, 14:3*
dH					CH1_4:3				Idbash			יִדְבָּשׂ/(Idbash)		H3031 (1) 1Chr 4:3*
H						CH1_27:21,EZR_10:43			Iddo			עִדּוֹ		H5714 (10) 1Ki 4:14, 1Chr 6:21, 2Chr 12:15, 13:22, ...
dH									Igal			יִגְאָל/(Igal)		H3008 (3) Num 13:7, 2Sam 23:36, 1Chr 3:22*
H	SA2,CH1								Ikkesh			עִקֵּשׁ		H6142 (3) 2Sam 23:26, 1Chr 11:28, 27:9*
H					CH1_11:29				Ilai			עִילַי		H5866 (1) 1Chr 11:29*
dH	KI1,CH2								Imlah			יִמְלָא/(Imlah)		H3229 man (4) 1Ki 22:8-9, 2Chr 18:7-8*
H					ISA_7:14,ISA_8:8				Immanuel			עִמָּנוּ-אֵל		{ H6005 (hyphen inserted) (2) Isa 7:14, 8:8*
H					ISA_7:14,ISA_8:8				Immanu-el			עִמָּנוּ-אֵל		{ H6005 (hyphen inserted) (2) Isa 7:14, 8:8*
H	CH1,EZR,NEH,JER								Immer			אִמֵּר		H564 (10) 1Chr 9:12, 24:14, Ezr 2:37,59, Neh 3:29, 7:40,61, 11:13, Jer 20:1*
dH					CH1_7:35				Imna			יִמְנָע/(Imna)		H3234 (1) 1Chr 7:35*
dH					CH1_7:36				Imra			יִמְרָה/(Imra)		H3234 (1) 1Chr 7:36*
H					CH1_9:4,NEH_3:2				Imri			אִמְרִי		H566 (2) 1Chr 9:4, Neh 3:2*
dH					CH1_8:25				Iphedeiah			יִפְדְּיָה/(Iphedeiah)		{ H3301 (1) 1Chr 8:25*
dH					CH1_8:25				Iphdeiah			יִפְדְּיָה/(Iphdeiah)		{ H3301 (1) 1Chr 8:25*
wH	SA2,CH1								Ira			עִירָא		H5896 (6) 2Sam 20:26, 23:26,38, 1Chr 11:28,40, 27:9*
H					GEN_36:43,CH1_1:54				Iram			עִירָם		H5902 (2) Gen 36:43, 1Chr 1:54*
wH					CH1_7:7				Iri			עִירִי		H5901 (1) 1Chr 7:7*
H					CH1_4:12				Irnahash			עִיר-נָחָשׁ		{ H5904 (1) 1Chr 4:12*
H					CH1_4:12				Ir-nahash			עִיר-נָחָשׁ		{ H5904 (1) 1Chr 4:12*
H					CH1_4:12				Ir			עִיר		{ H5904 (1) 1Chr 4:12*
H					CH1_4:12				Nahash			נָחָשׁ		{ H5904 (1) 1Chr 4:12*
dH									Isaac			יִצְחָק/(Isaac)		H3327 (108) Gen 17:19,21, 21:3-5,8,10,12, 22:2-3,6-7,9, 24:4,14, ...
dH	KI2,CH1,CH2,EZR,NEH,ISA								Isaiah			יְשַׁעְיָה/(Isaiah)		{ H3470 (39) 2Ki 19:2,5-6,20, 20:1,4,7-8, ..., Isa 1:1, 2:1
dH	KI2,CH1,CH2,EZR,NEH,ISA								Jesaiah			יְשַׁעְיָה/(Jesaiah)		{ H3470 (39) 2Ki 19:2,5-6,20, 20:1,4,7-8, ..., Isa 1:1, 2:1
dH	KI2,CH1,CH2,EZR,NEH,ISA								Jeshaiah			יְשַׁעְיָה/(Jeshaiah)		{ H3470 (39) 2Ki 19:2,5-6,20, 20:1,4,7-8, ..., Isa 1:1, 2:1
dH					CH1_4:17				Ishbah			יִשְׁבַּח/(Ishbah)		H3431 (1) 1Chr 4:17*
dH					GEN_25:2,CH1_1:32				Ishbak			יִשְׁבָּק/(Ishbak)		H3435 (2) Gen 25:2, 1Chr 1:32*
H					CH1_7:18				Ishhod			אִישְׁהוֹד		H379 (1) 1Chr 7:18*
dH	CH1								Ishi			יִשְׁעִי/(Ishi)		H3469 (5) 1Chr 2:31, 4:20,42, 5:24*
wdH					CH1_4:3				Ishma			יִשְׁמָא/(Ishma)		H3457 (1) 1Chr 4:3*
dH					CH2_31:13				Ismachiah			יִסְמַכְיָהוּ/(Ismachiah)		H3253 (1) 2Chr 31:13*
wdH	GEN,KI2,CH1,CH2								Ishmael			יִשְׁמָעֵאל/(Ishmael)		H3458 (48) Gen 16:11,15-16, 17:18,20,23,25-26, 25:9,12,13,16-17, ..., 36:3, ...
wdH					CH1_12:4,CH1_27:19				Ishmaiah			יִשְׁמַעְיָה/(Ishmaiah)		H3460 (2) 1Chr 12:4, 27:19*
dH					CH1_8:18				Ishmerai			יִשְׁמְרַי/(Ishmerai)		H3461 (1) 1Chr 8:18*
dH					CH1_8:16				Ishpah			יִשְׁפָּה/(Ishpah)		H3472 (1) 1Chr 8:16*
dH					CH1_8:22				Ishpan			יִשְׁפָּן/(Ishpan)		H3473 (1) 1Chr 8:22*
dH	GEN,NUM,SA1,CH1								Ishvi			יִשְׁוִי/(Ishvi)		H3440 (4) Gen 46:17, Num 26:44, 1Sam 14:49, 1Chr 7:30*
wdH									Israel			יִשְׂרָאֵל/(Israel)		H3478 (2506) Gen 32:28,32, 33:20, 34:7, 35:10,21-22, 36:31, ...
dH	GEN,EXO,NUM,DEU,JOS								Issachar			יִשָּׂשׂכָר/(Issachar)		H3485 (43) Gen 30:18, 35:23, 46:13, 49:14, Exo 1:3, Num 1:8, ..., Rev 7:7
dH	CH1,EZR								Isshiah			יִשִּׁיָּה/(Isshiah)		H3449 (7) 1Chr 7:3, 12:7, 23:20, 24:21, 24:25, Ezr 10:31*
H	EXO,LEV,NUM,CH1,EZR								Ithamar			אִיתָמָר		H385 (21) Exo 6:23, 28:1, 38:21, Lev 10:6,12,16, Num 3:2,4, 4:28, ...
H					NEH_11:7,PRO_30:1				Ithiel			אִיתִיאֵל		H384 (3) Neh 11:7, Pr 30:1*
dH					CH1_11:46				Ithmah			יִתְמָה/(Ithmah)		H3495 (1) 1Chr 11:46*
dH	GEN,CH1								Ithran			יִתְרָן/(Ithran)		H3506 (3) Gen 36:26, 1Chr 1:41, 7:37*
dH					SA2_3:5,CH1_3:3				Ithream			יִתְרְעָם/(Ithream)		H3507 son of David (2) 2Sam 3:5, 1Chr 3:3*
H	SA2,CH1								Ittai			אִתַּי		H863 (9) { 2Sam 15:19,21-22, 18:2,5,12, 23:29, 1Chr 11:31*
H	SA2,CH1								Ithai			אִתַּי		H863 (9) { 2Sam 15:19,21-22, 18:2,5,12, 23:29, 1Chr 11:31*
wdH	EXO,NUM,CH1								Izhar			יִצְהָר/(Izhar)		H3324 (9) Exo 6:18,21, Num 3:19, 16:1, 1Chr 6:2,18,38, 23:12,18*
dH					CH1_8:18				Izliah			יִזְלִיאָה/(Izliah)		{ H3152 (1) 1Chr 8:18*
dH					CH1_8:18				Jezliah			יִזְלִיאָה/(Jezliah)		{ H3152 (1) 1Chr 8:18*
dH					NUM_26:49,CH1_25:11				Izri			יִצְרִי/(Izri)		{{{ H3339 (2) Num 26:49, 1Chr 25:11*
dH					NUM_26:49,CH1_25:11				Jitsri			יִצְרִי/(Jitsri)		{{{ H3339 (2) Num 26:49, 1Chr 25:11*
dH					EZR_10:25				Izziah			יִזִּיָּה/(Izziah)		{{ H3150 (1) Ezr 10:25*
dH					EZR_10:25				Jeziah			יִזִּיָּה/(Jeziah)		{{ H3150 (1) Ezr 10:25*
dH					CH1_1:42				Jaakan			יַעֲקָן/(Jaakan)		{{{ H3292 (1) 1Chr 1:42*
dH					CH1_1:42				Jakan			יַעֲקָן/(Jaakan)		{{{ H3292 (1) 1Chr 1:42*
dH					CH1_4:36				Jaakobah			יַעֲקֹבָה/(Jaakobah)		H3291 (1) 1Chr 4:36*
dH					EZR_2:56				Jaalah			יַעֲלָאה/(Jaalah)		{ H3279 (1) Ezr 2:56*
dH					NEH_7:58				Jaala			יַעֲלָא/(Jaala)		{ H3279 (1) Neh 7:58*
wdH					PSA_132:6				Jaar			יַעַר/(Jaar)		H3293 (1) Psa 132:6*
wdH					CH1_8:27				Jaareshiah			יַעֲרֶשְׁיָה/(Jaareshiah)		{ H3298 (1) 1Chr 8:27*
wdH					CH1_8:27				Jaresiah			יַעֲרֶשְׁיָה/(Jaresiah)		{ H3298 (1) 1Chr 8:27*
dH					CH1_11:47,CH1_27:21				Jaasiel			יַעֲשִׂיאֵל/(Jaasiel)		H3300 (2) 1Chr 11:47, 27:21*
dH					EZR_10:37				Jaasu			יַעֲשׂוּ/(Jaasu)		H3299 (1) Ezr 10:37*
dH	KI2,JER,EZR								Jaazaniah			יַאֲזַנְיָה/(Jaazaniah)		H2970 (4) 2Ki 25:23, Jer 35:3, Eze 8:11, 11:1*
dH					CH1_24:26,CH1_24:27				Jaaziah			יַעֲזִיָּהוּ/(Jaaziah)		H3269 (2) 1Chr 24:26-27*
dH					CH1_15:18				Jaaziel			יַעֲזִיאֵל/(Jaaziel)		H3268 (1) 1Chr 15:18*
dH	CH1								Jabez			יַעְבֵּץ/(Jabez)		H3258 (4) 1Chr 2:55, 4:9-10*
dH	JOS,JDG,PSA								Jabin			יָבִין/(Jabin)		H2985 (8) Josh 11:1, Jdg 4:2,7,17,23-24, Psa 83:9*
dH					CH1_5:13				Jacan			יַעְכָּן/(Jacan)		H3275 (1) 1Chr 5:13*
dH	GEN,EXO,NUM,KI1,CH1,CH2,NEH								Jachin			יָכִין/(Jachin)		{ H3199 (8) Gen 46:10, Exo 6:15, Num 26:12, 1Ki 7:21, 1Chr 9:10, ...
dH	GEN,EXO,NUM,KI1,CH1,CH2,NEH								Jakin			יָכִין/(Jakin)		{ H3199 (8) Gen 46:10, Exo 6:15, Num 26:12, 1Ki 7:21, 1Chr 9:10, ...
dH									Jacob			יַעֲקֹב/(Jacob)		H3290 (349) Gen 25:26-31,33, ..., Mal 1:2
wdH					CH1_2:28,CH1_2:32				Jada			יָדָע/(Jada)		H3047 (2) 1Chr 2:28,32*
dH					CH1_27:21,EZR_10:43				Jaddai			יִדּוֹ/(Jaddai)		{ H3035 (2) 1Chr 27:21, Ezr 10:43*
dH					CH1_27:21,EZR_10:43				Jadau			יִדּוֹ/(Jadau)		{ H3035 (2) 1Chr 27:21, Ezr 10:43*
dH					CH1_27:21,EZR_10:43				Iddo			יִדּוֹ/(Iddo)		{ H3035 (2) 1Chr 27:21, Ezr 10:43*
dH	NEH								Jaddua			יַדּוּעַ/(Jaddua)		H3037 (3) Neh 10:21, 12:11,22*
dH					NEH_3:7				Jadon			יָדוֹן/(Jadon)		H3036 (1) Neh 3:7*
dH	JDG								Jael			יָעֵל/(Jael)		H3278 woman (6) Jdg 4:17-18,21-22, Jdg 5:6,24*
dH					CH1_2:47				Jahdai			יֶהְדַי/(Jahdai)		H3056 (1) 1Chr 2:47*
dH					CH1_5:24				Jahdiel			יַחְדִּיאֵל/(Jahdiel)		H3164 (1) 1Chr 5:24*
dH	CH1,CH2								Jahath			יַחַת/(Jahath)		 H3189 (8) 1Chr 4:2, 6:20,43, 23:10-11, 24:22, 2Chr 34:12*
wdH	NUM,DEU,JOS,JDG,CH1,ISA,JER								Jahaz			יַהַץ/(Jahaz)		{{ H3096 (9) Num 21:23, Deu 2:32, Josh 13:18, 21:36, Jdg 11:20, ...
dH	NUM,DEU,JOS,JDG,CH1,ISA,JER								Jahzah			יַהַץ/(Jahzah)		{{ H3096 (9) Num 21:23, Deu 2:32, Josh 13:18, 21:36, Jdg 11:20, ...
dH					EZR_10:15				Jahaziah			יַחְזְיָה/(Jahzeiah)		{ H3167 (1) Ezra 10:15*
dH					EZR_10:15				Jahzeiah			יַחְזְיָה/(Jahzeiah)		{ H3167 (1) Ezra 10:15*
dH	CH1,CH2,EZR								Jahaziel			יַחֲזִיאֵל/(Jahaziel)		H3166 (6) 1Chr 12:5, 16:6, 23:19, 24:23, 2Chr 20:14, Ezr 8:5*
dH					CH1_5:14				Jahdo			יַחְדוֹ/(Jahdo)		H3163 (1) 1Chr 5:14*
dH					CH1_7:2				Jahmai			יַחְמַי/(Jahmai)		H3181 (1) 1Chr 7:2*
dH					CH1_7:13				Jahziel			יַחְצִיאֵל/(Jahziel)		H3185 (1) 1Chr 7:13*
dH					CH1_9:12				Jahzerah			יַחְזֵרָה/(Jahzerah)		H3170 (1) 1Chr 9:12*
dH	NUM,DEU,JOS,JDG,KI1,CH1,EST								Jair			יָאִיר/(Jair)		H2971 (9) Num 32:41, Deu 3:14, Josh 13:30, Jdg 10:3,5, ...
dH					CH1_8:19,CH1_24:12				Jakim			יָקִים/(Jakim)		H3356 (2) 1Chr 8:19, 24:12*
dH	GEN,CH1								Jalam			יַעְלָם/(Jalam)		H3281 (4) Gen 36:5,14,18, 1Chr 1:35*
dH					CH1_4:17				Jalon			יָלוֹן/(Jalon)		H3210 (1) 1Chr 4:17*
dH	JOS,SA2,CH1								Japhia			יָפִיעַ/(Japhia)		H3309 (5) Josh 10:3, 19:12, 2 Sam 5:15, 1Chr 3:7, 14:6*
dH	GEN,EXO,NUM,CH1,NEH								Jamin			יָמִין/(Jamin)		H3226 (6) Gen 46:10, Exo 6:15, Num 26:12, 1Chr 2:27, 4:24, Neh 8:7*
dH					CH1_4:34				Jamlech			יַמְלֵךְ/(Jamlech)		H3230 (1) 1Chr 4:34*
dH					CH1_5:12				Janai			יַעֲנַי/(Janai)		{ H3230 (1) 1Chr 5:12*
dH					CH1_5:12				Jaanai			יַעֲנַי/(Jaanai)		{ H3230 (1) 1Chr 5:12*
dH	GEN,CH1								Japheth			יֶפֶת/(Japheth)		H3315 (11) Gen 5:32, 6:10, 7:13, 9:18,23,27, 10:1,2,21, 1Chr 1:4,5*
dH					CH1_7:32,CH1_7:33				Japhlet			יַפְלֵט/(Japhlet)		H3310 (3) 1Chr 7:32-33*
dH					CH1_9:42				Jarah			יַעְרָה/(Jarah)		H3294 (2) 1Chr 9:42*
dH	GEN,CH1								Jared			יֶרֶד/(Jared)		H3382 (7) Gen 5:15-16,18-20, 1Chr 1:2, 4:18*
dH					CH1_2:34,CH1_2:35				Jarha			יַרְחָע/(Jarha)		H3398 (2) 1Chr 2:34-35*
dH	CH1,EZR								Jarib			יָרִיב/(Jarib)		H3402 (3) 1Chr 4:24, Ezr 8:16, 10:18*
dH					CH1_5:14				Jaroah			יָרוֹחַ/(Jaroah)		H3386 (1) 1Chr 5:14*
dH					SA2_23:32				Jashen			יָשֵׁן/(Jashen)		H3464 (1) 2Sam 23:32*
dH	CH1								Jashobeam			יָשָׁבְעָם/(Jashobeam)		H3434 (3) 1Chr 11:11, 12:7, 27:2*
wdH	NUM,CH1,EZR								Jashub			יָשׁוּב/(Jashub)		H3437 (3) Num 26:24, 1Chr 7:1, Ezr 10:29*
dH					CH1_4:22				Jashubilehem			יָשֻׁבִי-לֶחֶם/(Jashubilehem)		{{ H3433 (1) 1Chr 4:22*
dH					CH1_4:22				Jashubi-lehem			יָשֻׁבִי-לֶחֶם/(Jashubilehem)		{{ H3433 (1) 1Chr 4:22*
H					CH1_4:22				Lehem			לֶחֶם		{{ H3433 (1) 1Chr 4:22*
H					CH1_4:22				lehem			לֶחֶם		{{ H3433 (1) 1Chr 4:22*
dH					CH1_26:2				Jathniel			יַתְנִיאֵל/(Jathniel)		H3496 (1) 1Chr 26:2*
dH	GEN,CH1,ISA,EZE								Javan			יָוָן/(Javan)		{ H3120 (11) Gen 10:2,4, 1Chr 1:5,7, Isa 66:19, Eze 27:13,19*
dH	GEN,CH1,ISA,EZE								Yavan			יָוָן/(Javan)		{ H3120 (11) Gen 10:2,4, 1Chr 1:5,7, Isa 66:19, Eze 27:13,19*
dH	DAN,ZEC								Greece			יָוָן/(Greece)		{ H3120 (11) Dan 8:21, 10:20, 11:2, Zec 9:13*
dH					CH1_27:31				Jaziz			יָזִיז/(Jaziz)		H3151 (1) 1Chr 27:31*
dH					CH1_6:21				Jeatherai			יְאֱתְרַי/(Jeatherai)		H2979 (1) 1Chr 6:21*
dH	CH1,EST,JER								Jechoniah			יְכָנְיָה/(Jechoniah)		{{ H3204 (7) 1Chr 3:16-17, Est 2:6, Jer 24:1, 27:20, 28:4, 29:2*
dH	CH1,EST,JER								Jeconiah			יְכָנְיָה/(Jeconiah)		{{ H3204 (7) 1Chr 3:16-17, Est 2:6, Jer 24:1, 27:20, 28:4, 29:2*
dH					KI2_15:2,CH2_26:3				Jechiliah			יְכָלְיָה/(Jechiliah)		{ H3203 woman (2) 2Chr 26:3, 2Chr 26:3*
dH					KI2_15:2,CH2_26:3				Jecholiah			יְכָלְיָה/(Jecholiah)		{ H3203 woman (2) 2Ki 15:2, 2Chr 26:3*
dH					KI2_15:2,CH2_26:3				Jecoliah			יְכָלְיָה/(Jecoliah)		{ H3203 woman (2) 2Ki 15:2, 2Chr 26:3*
dH	CH1,EZR,NEH,ZEC								Jedaiah			יְדַעְיָה/(Jedaiah)		H3048 (11) 1Chr 9:10, 24:7, Ezr 2:36, Neh 7:39, 11:10, ...
dH	CH1								Jediael			יְדִיעֲאֵל/(Jediael)		H3043 (6) 1Chr 7:6,10-11, 11:45, 12:21, 26:2*
dH					KI2_22:1				Jedidah			יְדִידָה/(Jedidah)		H3040 woman (1) 2Ki 22:1*
dH					SA2_12:25				Jedidiah			יְדִידְיָה/(Jedidiah)		H3041 (=Solomon) (1) 2Sam 12:25*
dH	CH1,CH2,NEH,PSA								Jeduthun			יְדוּתוּן/(Jeduthun)		{{ H3038 (17) 1Chr 9:16, 16:38,41-42, 25:1,3,6, 2Chr 5:12, 29:14, 35:15, Neh 11:17, Psa 62:1, 77:1*
dH	CH1,CH2,NEH,PSA								Jedithun			יְדוּתוּן/(Jedithun)		{{ H3038 (17) 1Chr 9:16, 16:38,41-42, 25:1,3,6, 2Chr 5:12, 29:14, 35:15, Neh 11:17, Psa 62:1, 77:1*
dH					CH1_4:16,CH2_29:12				Jehallelel			יְהַלֶּלְאֵל/(Jehallelel)		{ H3094 (2) 1Chr 4:16, 2Chr 29:12*
dH					CH1_4:16,CH2_29:12				Jehalelel			יְהַלֶּלְאֵל/(Jehalelel)		{ H3094 (2) 1Chr 4:16, 2Chr 29:12*
dH					CH1_24:20,CH1_27:30				Jehdeiah			יֶחְדִּיָּהוּ/(Jehdeiah)		H3165 (2) 1Chr 24:20, 27:30*
dH					CH1_15:24				Jehiah			יְחִיָּה/(Jehiah)		H3174 (1) 1Chr 15:24*
dH	CH1,CH2,EZR								Jehiel			יְחִיאֵל/(Jehiel)		H3171 (14) 1Chr 15:18,20, 16:5, 23:8, 27:32, 29:8, 2Chr 21:2, 29:14, 31:13, ...
dH					CH2_28:12				Jehizkiah			יְחִזְקִיָּה/(Jehizkiah)		H3169 (1) 2Chr 28:12*
dH					CH1_8:36				Jehoaddah			יְהוֹעַדָּה/(Jehoaddah)		{{ H3085 (1) 1Chr 8:36*
dH					CH1_8:36				Jehoadah			יְהוֹעַדָּה/(Jehoadah)		{{ H3085 (1) 1Chr 8:36*
dH					CH2_25:1				Jehoaddan			יְהוֹעַדִּין/(Jehoaddan)		{ H3086 woman (1) 2Chr 25:1*
dH					KI2_14:2				Jehoaddin			יְהוֹעַדִּין/(Jehoaddin)		{ H3086 woman (1) 2Ki 14:2*
dH	KI2,CH2								Jehoahaz			יְהוֹאָחָז/(Jehoahaz)		H3059 king of Israel (20) 2Ki 10:35, 13:1,4,7-10, ...
dH	KI2								Jehoash			יְהוֹאָשׁ/(Jehoash)		H3060 kings (17) 2Ki 11:21, 12:1-2,4,6-7,18, 13:10,25, ...
dH	CH1,CH2,EZR,NEH								Jehohanan			יְהוֹחָנָן/(Jehohanan)		H3076 (11) 1Chr 12:5,13, 26:3, 2Chr 17:15, 23:1, 28:12, Ezr 10:6,28, Neh 6:18, 12:13,42*
dH		EZE							Jehoiachin			יְהוֹיָכִין/(Jehoiachin)		H3078 (10) 2Ki 24:6,8,12,15, 25:27, 2Chr 36:8-9, 52:31*
dH					EZE_1:2				Jehoiachin			יוֹיָכִין/(Jehoiachin)		H3112 (1) Eze 1:2*
dH									Jehoiakim			יְהוֹיָקִים/(Jehoiakim)		H3079 (37) 2Ki 23:34-36, 24:1,5-6,19, 1Chr 3:15, ...
dH		NEH							Jehoiada			יְהוֹיָדָע/(Jehoiada)		H3077 (51) 2Sam 8:18, 20:23, 23:20,22, 1Ki 1:8,26,32, ...
dH	NEH								Jehoiada			יוֹיָדָע/(Jehoiada)		{ H3111 (5) Neh 3:6*
dH	NEH								Joiada			יוֹיָדָע/(Joiada)		{ H3111 (5) Neh 12:10-11,22, 13:28*
dH					CH1_9:10,CH1_24:7				Jehoiarib			יְהוֹיָרִיב/(Jehoiarib)		H3080 (2) 1Chr 9:10, 24:7*
dH									Jehoram			יְהוֹרָם/(Jehoram)		{{ H3088 (29) 1Ki 22:50, 2Ki 1:17, 3:1,6, 8:16,25,29, ...
dH									Joram			יְהוֹרָם/(Joram)		{{ H3088 (29) 1Ki 22:50, 2Ki 1:17, 3:1,6, 8:16,25,29, ...
dH					CH2_22:11				Jehoshabeath			יְהוֹשַׁבְעַת/(Jehoshabeath)		H3090 princess(2) 2Chr 22:11*
dH									Jehoshaphat			יְהוֹשָׁפָט/(Jehoshaphat)		H3092 (84) 2Sam 8:16, 20:24, 1Ki 4:3,17 ...
dH					KI2_11:2				Jehosheba			יְהוֹשֶׁבַע/(Jehosheba)		H3089 princess (1) 2Ki 11:2*
dH	KI2,CH1,CH2								Jehozabad			יְהוֹזָבָד/(Jehozabad)		H3075 (4) 2Ki 12:21, 1Chr 26:4, 2Chr 17:18. 24:26*
dH	CH1,HAG,ZEC								Jehozadak			יְהוֹצָדָק/(Jehozadak)		H3087 (8) 1Chr 6:14-15, Hag 1:1,12,14, 2:2,4, Zec 6:11*
dH									Jehu			יֵהוּא/(Jehu)		H3058 (58) 1Ki 16:1,7,12, 19:16-17, 2Ki 9:2,5,11,13-14, ...
